Name,Status,Currency,PaymentTerm,TaxRule,AccountPayable,Carrier,Discount,TaxNumber,AttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,Comments,ContactName,JobTitle,Phone,MobilePhone,Fax,Email,Website,ContactComment,ContactDefault,ContactIncludeInEmail,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10
Tradelink - Richmond,Deprecated,AUD,60 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Sam,,03 9428 1051,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,
Tradelink Deprecated,Deprecated,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Tradelink,,,,,ar@tradelink.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Tradelink Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,29000003832,,,,,,,,,,,,,Accounts,,03 8342 9220,,,ar@tradelink.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Tradelink Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,29000003832,,,,,,,,,,,,,Accounts Receivable,,03 8342 9220,,,ar@tradelink.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Tradelink Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,29000003832,,,,,,,,,,,,,Angelo Pozzbdon,,03 8342 9220,,,angelo.pozzdbon@tradelink.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Tradelink Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,29000003832,,,,,,,,,,,,,AR Reid,,03 8342 9220,,,ar@tradelink.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Tradelink Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,29000003832,,,,,,,,,,,,,Orders - North Fitzroy,,03 8342 9220,,,fitzroy@tradelink.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Tradelink Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,29000003832,,,,,,,,,,,,,Orders - Port Melbourne,,03 8342 9200,,,portmelbourne@tradelink.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Tri-Fixx Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Alistair Richards,,03 9543 8422,,,sales@trifixx.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
TubeFit (Reliance),Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,TubeFit (Reliance),,1800 777 299,,,sales@tubefit.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Tweed Ballina Primary Principals Council,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Mark Downward,,,,,Mark.downward@det.nsw.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
TWL Logistics,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,83164821363,,,,,,,,,,,,,TWL Logistics,,,,,shanetwl@bigpond.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
TYPAK Creativa,Active,EUR,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,Accounts,,+39 04 71796772,,,info@typak.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Ullrich Aluminium No 1,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Ullrich Aluminium,,,,,cbarlow@ullrich.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Ullrich Aluminium No 1,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Ullrich Aluminium No 1,,,,,cbarlow@ullrich.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Ullrich Aluminium Pty Ltd,Active,AUD,30 days,GST on Expenses,22000,,0,70001697445,,,,,,,,,,,,,Accounts,,03 9567 7200,,,cbarlow@ullrich.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Ullrich Aluminium Pty Ltd,Active,AUD,30 days,GST on Expenses,22000,,0,70001697445,,,,,,,,,,,,,Sales,,03 9567 7200,,,emarsters@ullrich.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Unicoi State Park & Lodge,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Unified Freight Management Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,82155393838,Suppliers Data,,,,,,,,,,,,Accounts,,+61 3 95576360,,,unifiedfreight2peas@gmail.com,,,FALSE,FALSE,FALSE,,,,,,,,,,
Unified Freight Management Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,82155393838,Suppliers Data,,,,,,,,,,,,Nicole Morgan,,+61 3 95576360,,,accounts@unifiedfreight.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
UNIVERSAL SCIENTIFIC LAB. PTY LTD,Active,AUD,Payment Before Production,VAT on Import,22000,,0,76093281764,,,,,,,,,,,,,William Ting,,61 2 97715592,,,info@usl.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Unknown Supplier,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
UoM Commercial Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,UoM Commercial Ltd,,,,,vvlahos@unimelb.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Venus Hartung,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Vic Roads,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Victorian Association of State Secondary Principals (VASSP),Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,19 201 080 428,,,,,,,,,,,,,Victorian Association of State Secondary Principals (VASSP),,(03) 9320 7100,,,info@theconferencemanager.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Victorian Principals Association (VPA),Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,53 483 039 713,,,,,,,,,,,,,Taryn Gater,,(03) 9320 7100,,,info@theconferencemanager.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Vietrose Restaurant,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Vistaprint B.V.,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Von Pace Group Pty Ltd,Active,AUD,Payment Before Production,VAT on Import,22000,,0,26638475767,,,,,,,,,,,,,Accounts,,+61 3 97751948,,,accounts@vonpacegroup.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Von Pace Group Pty Ltd,Active,AUD,Payment Before Production,VAT on Import,22000,,0,26638475767,,,,,,,,,,,,,Fred Endres,,+61 3 9775 1948,,,fred@vonpacegroup.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
VOSA QUANGNINH,Active,USD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,VOSA QUANGNINH,,,,,anhtuyetvosa@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
WA Primary Principals' Association Inc.,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Margaret Last,,,,,mlast@wappa.net.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Waterford Press Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Accounts,,39835500,,,accounts@waterfordpress.co.nz,,,FALSE,FALSE,FALSE,,,,,,,,,,
Waterford Press Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,James Lynch,,64 3 983 5551,,,james@waterfordpress.co.nz,,,FALSE,TRUE,FALSE,,,,,,,,,,
Waterford Press Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Jill,,39835500,,,jill@waterfordpress.co.nz,,,FALSE,TRUE,FALSE,,,,,,,,,,
Waterford Trading Australia,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Waterford Trading Australia Pty Ltd trading as aquaBUBBLER,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Waterford Trading Australia Pty Ltd trading as aquaBUBBLER,,61  1300 213 744,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,
Waterford Trading Production,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Waterford Trading Production,,,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,
Waterworks Australia,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Sandra McLachlan,,07 3390 3777,,,sandra@water-works.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Waverley Primary School,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Yvonne Lehman,,03 63391455,,,yvonne.lehman@education.tas.gov.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Web2Net,Active,EUR,Payment Before Production,VAT on Import,22000,,0,,,,,,,,,,,,,,Web2Net,,,,,office@web2net.it,,,FALSE,TRUE,FALSE,,,,,,,,,,
Windybank Plumbing Ltd,Active,NZD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Windybank Plumbing Ltd,,,,,windybank@xtra.co.nz,,,FALSE,TRUE,FALSE,,,,,,,,,,
Wine Republic,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Woolworths,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Wordwise Copywriting,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Scott,,,,,info@wordwise.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Wordwise Copywriting,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Wordwise Copywriting,,,,,info@wordwise.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Wurth Australia Pty. Ltd.,Active,AUD,30 days,GST on Imports,22000,,0,,,,,,,,,,,,,,Terry Barry,,0448 650 040,,,terry.barry@wurth.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Wurtulla Plumbing and Drainage,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Celina McCarthy,,07 5491 6746,,,service@wurtullaplumb.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Xero Australia Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Yatala Pies,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Yohei Sushi,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Zetta Florence Fine Paper,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
"Zhejiang Hua Li Label Co., Ltd",Active,USD,Payment Before Delivery,GST on Imports,22000,,0,,,,,,,,,,,,,,Garber Hong,,-64364377,,-64360629,,,,TRUE,FALSE,FALSE,,,,,,,,,,
