	Category	Start Date	Status	Name		Duration	Linked	Owner	Details	
	IT	"4/10/2022, 12:15 pm"	Confirmed	"Helping Des regarding admin platform"		"5 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Procurement	"4/10/2022, 11:45 am"	Confirmed	"checking stock for the month"		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	📊Accounts	"4/10/2022, 11:35 am"	Confirmed	"Helping Emar with ROI PO Reconciliation"		"10 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Procurement	"4/10/2022, 11:00 am"	Confirmed	"Month Reordering"		"35 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"4/10/2022, 10:25 am"	Confirmed	"Working on OPs OKR pt1"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"4/10/2022, 10:10 am"	Confirmed	"Following Cleaners response"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Logistics	"4/10/2022, 10:05 am"	Confirmed	"Requesting resolution ETA from PTA for the NZ logistics / Importer Code"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"4/10/2022, 9:50 am"	Confirmed	"requesting securing procedure from the cleaning company"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"4/10/2022, 9:45 am"	Confirmed	"Requesting quick catch up with Henry and Des regarding the filters"		"5 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"4/10/2022, 9:30 am"	Confirmed	"Catching up Emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"4/10/2022, 9:15 am"	Confirmed	"Helping in the factory"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"4/10/2022, 9:00 am"	Confirmed	"Meeting with David"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"3/10/2022, 3:20 pm"	Confirmed	"Sales Catch up with Shaun"		"40 minutes"		"Lourdes Ordonez"		
	IT	"3/10/2022, 2:55 pm"	Confirmed	"Working on Suppliers List pt2"		"25 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"3/10/2022, 2:30 pm"	Confirmed	"working on Ops OKR"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"3/10/2022, 2:15 pm"	Confirmed	"order for ID611 from ROI"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"3/10/2022, 1:55 pm"	Confirmed	"catching up with Pending orders in the system"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"3/10/2022, 1:40 pm"	Confirmed	"working on ID575"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"3/10/2022, 12:55 pm"	Confirmed	"Meeting with Lee David BWT"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"3/10/2022, 12:15 pm"	Confirmed	"lunch break"		"40 minutes"		"Shaun Soria "		
	Operation	"3/10/2022, 12:00 pm"	Confirmed	"Meeting with David regarding video surveillance and possibility a safe"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"3/10/2022, 11:05 am"	Confirmed	"Meeting with Joanne"		"55 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"3/10/2022, 10:30 am"	Confirmed	"Searching for the supplier item link for IT OKR"		"35 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"3/10/2022, 9:45 am"	Confirmed	"Investigating the factory search"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"3/10/2022, 9:35 am"	Confirmed	"Meeting with Shane regarding the Factory, He didn't go to the factory"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"3/10/2022, 9:20 am"	Confirmed	"Catching up with emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"3/10/2022, 9:15 am"	Confirmed	"Taking pictures about the premise"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"3/10/2022, 9:00 am"	Confirmed	"Meeting with David regarding the way he found the factory this morning"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/9/2022, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	Operation	"30/9/2022, 4:10 pm"	Confirmed	"Catching up on Paperwork"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"30/9/2022, 3:40 pm"	Confirmed	"Working on Acc"		"30 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	IT	"30/9/2022, 3:20 pm"	Confirmed	"IT OKR meeting"		"20 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"30/9/2022, 3:00 pm"	Confirmed	"OPS OKR Meeting"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"WORKLIFE & OKR Objectives"	"30/9/2022, 2:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	📊Accounts	"30/9/2022, 2:20 pm"	Confirmed	"meeting with Des regarding Jenny's new Mac Mini"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/9/2022, 1:45 pm"	Confirmed	"meeting with Jenny regarding Inmould Graphic Email + Dear production"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"30/9/2022, 1:00 pm"	Confirmed	"Lunch Break"		"45 minutes"		"Shaun Soria "		
	📊Accounts	"30/9/2022, 12:35 pm"	Confirmed	"Working no accounts"		"25 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"30/9/2022, 12:05 pm"	Confirmed	"Meeting with Shane and Jenny regarding the Inmould graphic technical issues"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"30/9/2022, 11:35 am"	Confirmed	"Helping with FKG invoicing"		"30 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"30/9/2022, 11:08 am"	Confirmed	"Called Des Crossley"		"10 minutes"	"Des Crossley, Duragraf"	"Shaun Soria "		
	Operation	"30/9/2022, 10:49 am"	Confirmed	"Call from Lee Yelland"		"1 minute"	"Lee Yelland, Water Filter Service Company"	"Shaun Soria "		
	Operation	"30/9/2022, 10:48 am"	Confirmed	"Call from Jenny-Grace Simeon"			"Jenny-Grace Simeon, Waterford Trading Australia Pty Ltd trading as aquaBUBBLER "	"Shaun Soria "		
	Operation	"30/9/2022, 10:35 am"	Confirmed	"Working ROI / Duragraph issue pt2"		"1 hour"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"30/9/2022, 10:20 am"	Confirmed	"checking ROI delivery"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"30/9/2022, 9:45 am"	Confirmed	"Making Satchel + prepapring for dispatch"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"30/9/2022, 9:15 am"	Confirmed	"Working on Inmould issue pt1"		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"30/9/2022, 9:00 am"	Confirmed	"Catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"29/9/2022, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	Meeting	"29/9/2022, 3:30 pm"	Confirmed	"Catch up with Shaun for updates on Operations"		"15 minutes"		"Lourdes Ordonez"		
	📊Accounts	"29/9/2022, 2:30 pm"	Confirmed	"Meeting with Jenny regarding Logistics and Invoice"		"10 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"29/9/2022, 2:00 pm"	Confirmed	"Dealing Logistics TNT"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"29/9/2022, 1:35 pm"	Confirmed	"Lunch Break"		"20 minutes"		"Shaun Soria "		
	Operation	"29/9/2022, 1:20 pm"	Confirmed	"Helping Dil with Paper"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 1:13 pm"	Confirmed	"Call from Jim Crawshaw"		"2 minutes"	"Jim Crawshaw, PSI Brand "	"Shaun Soria "		
	📊Accounts	"29/9/2022, 1:00 pm"	Confirmed	"Meeting with Emar"		"20 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	"Lunch Break"	"29/9/2022, 12:45 pm"	Confirmed	"Lunch Break"		"15 minutes"		"Shaun Soria "		
	Operation	"29/9/2022, 12:25 pm"	Confirmed	"Meeting with Des regarding Dear Construction + Proc/Prod agenda"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 12:20 pm"	Confirmed	"Called Roto Industries Pty Ltd"		"1 minute"	"Roto Industries Pty Ltd"	"Shaun Soria "		
	Operation	"29/9/2022, 12:00 pm"	Confirmed	"Meeting with Allen"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 11:50 am"	Confirmed	"Reflection on Op processes"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 11:20 am"	Confirmed	"Meeting with Jenny regarding FKG construction in Dear"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 11:00 am"	Confirmed	"Meeting with Allen and Jenny regarding NZ and Sales Urgent "		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"29/9/2022, 10:45 am"	Confirmed	"Meeting with Ari and Jenny regarding ID623 & ID632"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"29/9/2022, 10:40 am"	Confirmed	"Meeting with David"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 10:30 am"	Confirmed	"Meeting with Jenny"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 10:25 am"	Confirmed	"Call from Remo pt2"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"29/9/2022, 10:15 am"	Confirmed	"Working on ROI"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"29/9/2022, 10:10 am"	Confirmed	"Call from Remo"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 10:05 am"	Confirmed	"Meeting with Jenny"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 9:53 am"	Confirmed	"Called Roto Industries Pty Ltd"		"1 minute"	"Roto Industries Pty Ltd"	"Shaun Soria "		
	Operation	"29/9/2022, 9:51 am"	Confirmed	"Called Roto Industries Pty Ltd"		"2 minutes"	"Roto Industries Pty Ltd"	"Shaun Soria "		
	Operation	"29/9/2022, 9:35 am"	Confirmed	"Meeting with Jenny regarding Ops / Logs"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 9:25 am"	Confirmed	"Looking into Lucille Orders"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/9/2022, 9:00 am"	Confirmed	"Meeting with David"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"28/9/2022, 4:00 pm"	Confirmed	"Meeting with Shaun_IT|Daylite Plugins|Fone&Text|Mac Update|Starface"		"1 hour"		"Lourdes Ordonez"		
	"NL Management"	"28/9/2022, 3:30 pm"	Confirmed	"Correcting Lucille issue on ID477 + Solving issue ID238"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Logistics	"28/9/2022, 3:00 pm"	Confirmed	"Meeting with Jenny to organise dispatch / Production tomorrow"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/9/2022, 2:51 pm"	Confirmed	"Called Roto Industries Pty Ltd"		"1 minute"	"Roto Industries Pty Ltd"	"Shaun Soria "		
	Operation	"28/9/2022, 2:45 pm"	Confirmed	"working on ROI dispatch"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Production	"28/9/2022, 2:05 pm"	Confirmed	"Helping in Barry with Cartons"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"28/9/2022, 1:45 pm"	Confirmed	"Lunch break"		"20 minutes"		"Shaun Soria "		
	IT	"28/9/2022, 12:15 pm"	Confirmed	"Meeting Ari"		"1 hour 30 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	IT	"28/9/2022, 12:00 pm"	Confirmed	"Helping Des regarding the Daylite Crash"		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"28/9/2022, 11:50 am"	Confirmed	"Meeting with Jenny regarding Allen sale"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"28/9/2022, 11:15 am"	Confirmed	"Working on Des  Daylite issue"		"35 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	IT	"28/9/2022, 10:15 am"	Confirmed	"Working on the IT OKR"		"1 hour"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"28/9/2022, 9:35 am"	Confirmed	"Working on Ops OKR"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"28/9/2022, 9:20 am"	Confirmed	"Working with ROI for Allen sale"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"28/9/2022, 9:15 am"	Confirmed	"Meeting with Allen regarding ABB700MO order"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/9/2022, 9:00 am"	Confirmed	"Catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"27/9/2022, 4:40 pm"	Confirmed	"Meeting with Ari"		"1 hour 5 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Meeting	"27/9/2022, 4:30 pm"	Confirmed	"Meeting with Des"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"27/9/2022, 4:06 pm"	Confirmed	"Call from Brendan Lynch"		"1 minute"	"Brendan Lynch"	"Shaun Soria "		
	📊Accounts	"27/9/2022, 4:00 pm"	Confirmed	"working on Thailand Invoice"		"30 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"27/9/2022, 3:30 pm"	Confirmed	"Reflections on Ops / Proc / Prod processes Optimisation"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"27/9/2022, 3:06 pm"	Confirmed	"Incoming call"		"1 minute"		"Shaun Soria "		
	Meeting	"27/9/2022, 3:00 pm"	Confirmed	"Sales Catch up with Shaun"		"27 minutes"		"Lourdes Ordonez"		
	Operation	"27/9/2022, 2:35 pm"	Confirmed	"working on ID629 & ID626"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"27/9/2022, 2:10 pm"	Confirmed	"Meeting with Factory to schedule week production"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"27/9/2022, 2:00 pm"	Confirmed	"Receiving PO-03390 & 03377"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"27/9/2022, 1:35 pm"	Confirmed	"working on FKG / ROI order"		"25 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	📊Accounts	"27/9/2022, 1:20 pm"	Confirmed	"working on accounts"		"15 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	"Lunch Break"	"27/9/2022, 12:55 pm"	Confirmed	"Lunch break"		"25 minutes"		"Shaun Soria "		
	Procurement	"27/9/2022, 12:45 pm"	Confirmed	"Meeting with Jenny Regarding Reliance"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	"Lunch Break"	"27/9/2022, 12:35 pm"	Confirmed	"lunch break"		"10 minutes"		"Shaun Soria "		
	Operation	"27/9/2022, 12:27 pm"	Confirmed	"Call from Lewis Taft"		"2 minutes"	"Lewis Taft, PTA Logistics"	"Shaun Soria "		
	"Lunch Break"	"27/9/2022, 12:15 pm"	Confirmed	"Lunch break"		"10 minutes"		"Shaun Soria "		
	IT	"27/9/2022, 10:45 am"	Confirmed	"Working on Wireframe pt2"		"1 hour 30 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	📊Accounts	"27/9/2022, 10:30 am"	Confirmed	"Meeting with Emar regarding the International Freight"		"15 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	📊Accounts	"27/9/2022, 10:10 am"	Confirmed	"Answering Emar enquiry about Thailand Pallet"		"15 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Procurement	"27/9/2022, 10:00 am"	Confirmed	"Answering Des enquiry regarding Mouth Guard"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"27/9/2022, 9:15 am"	Confirmed	"working on Wireframe pt1"		"45 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"27/9/2022, 9:00 am"	Confirmed	"catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"26/9/2022, 4:15 pm"	Confirmed	"working on ID301 ABFPMB stock correction + scheduling"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"26/9/2022, 3:40 pm"	Confirmed	"working on wireframes pt2"		"35 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"26/9/2022, 3:25 pm"	Confirmed	"Working on ID301"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"26/9/2022, 1:35 pm"	Confirmed	"Working on EOM accounts"		"1 hour 50 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	IT	"26/9/2022, 1:15 pm"	Confirmed	"looking into the quote Mobilecare quote"		"20 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Logistics	"26/9/2022, 1:00 pm"	Confirmed	"ensuring ROI will be picked up today"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"26/9/2022, 12:15 pm"	Confirmed	"lunch break"		"45 minutes"		"Shaun Soria "		
	Logistics	"26/9/2022, 12:00 pm"	Confirmed	"helping with logistics of ID616"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"26/9/2022, 11:50 am"	Confirmed	"chasing ETA for R125 from reliance"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"26/9/2022, 11:30 am"	Confirmed	"reflection on Ops Process"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Daylite Maintenance"	"26/9/2022, 11:15 am"	Confirmed	"Daylite Products & Services Review"		"30 minutes"		"Lourdes Ordonez"		
	Operation	"26/9/2022, 11:00 am"	Confirmed	"looking into the list from Daylite preparation"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"26/9/2022, 10:45 am"	Confirmed	"Reflecting on new wireframe "		"15 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"26/9/2022, 10:37 am"	Confirmed	"Called Joanne Good"		"4 minutes"	"Joanne Good, Reliance World Wide "	"Shaun Soria "		
	Procurement	"26/9/2022, 10:20 am"	Confirmed	"Working on R125/ pt2"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Logistics	"26/9/2022, 10:05 am"	Confirmed	"working on logistics with Jenny for freight cost"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"26/9/2022, 9:50 am"	Confirmed	"Resolving R125/ with Reliance + card to David for silicon"		"15 minutes"		"Shaun Soria "		
	Operation	"26/9/2022, 9:35 am"	Confirmed	"Helping Allen with Inmould Graphic / NZ freight"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"26/9/2022, 9:25 am"	Confirmed	"Requesting update on ROI ETA"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"26/9/2022, 9:10 am"	Confirmed	"catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"26/9/2022, 9:00 am"	Confirmed	"helping Barry finding bill to exchange silicon"		"10 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"23/9/2022, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"23/9/2022, 2:30 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Meeting	"22/9/2022, 4:00 pm"	Confirmed	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	"WORKLIFE & OKR Objectives"	"21/9/2022, 5:45 pm"	Confirmed	"OPS OKR"		"15 minutes"		"Lourdes Ordonez"		
	PCF	"21/9/2022, 5:30 pm"	Confirmed	"Catch up with Shaun and Jenny_Revised PCF"		"15 minutes"		"Lourdes Ordonez"		
	Meeting	"21/9/2022, 5:00 pm"	Confirmed	"Presentation of Ops OKR Reports for Marketing"		"30 minutes"		"Lourdes Ordonez"		
	Meeting	"21/9/2022, 4:00 pm"	Confirmed	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Operation	"21/9/2022, 2:55 pm"	Confirmed	"meeting with Jenny Regarding Ops OKR marketing Meeting"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"21/9/2022, 2:35 pm"	Confirmed	"Meeting with Des regarding Pre-Filled PCFs / MO + "		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
